3949986701
1975033867
987477955
493725828
246907969
123428523
61722146
30860152
15427870
7712570
3856532
1931918
964732
481361
241093
120013
60405
30060
15026
7535
3902
1836
1003
530
216
123
72
22
26
6
3
3
2
0
0
0
0
0
